id	data_inversa	dia_semana	horario	uf	br	km	municipio	causa_acidente	tipo_acidente	classificacao_acidente	fase_dia	sentido_via	condicao_metereologica	tipo_pista	tracado_via	uso_solo	pessoas	mortos	feridos_leves	feridos_graves	ilesos	ignorados	feridos	veiculos	latitude	longitude	regional	delegacia	uop
565833	2023-12-02	sábado	16:00:00	RJ	40	84	PETROPOLIS	Acumulo de óleo sobre o pavimento	Queda de ocupante de veículo	Com Vítimas Feridas	Pleno dia	Decrescente	Céu Claro	Dupla	Curva	Não	1	0	1	0	0	0	1	1	-22,52145512	-43,23707996	SPRF-RJ	DEL01-RJ	UOP01-DEL01-RJ
566016	2023-12-07	quinta-feira	06:00:00	RJ	40	60	PETROPOLIS	Reação tardia ou ineficiente do condutor	Colisão com objeto	Com Vítimas Feridas	Amanhecer	Crescente	Céu Claro	Simples	Reta	Não	1	0	1	0	0	0	1	1	-22,39450315	-43,13468983	SPRF-RJ	DEL05-RJ	UOP02-DEL05-RJ
566438	2023-12-08	sexta-feira	19:50:00	RJ	40	72	PETROPOLIS	Pista Escorregadia	Colisão traseira	Com Vítimas Feridas	Plena Noite	Decrescente	Chuva	Dupla	Reta	Não	3	0	1	0	2	0	1	2	-22,4585308	-43,21600514	SPRF-RJ	DEL01-RJ	UOP01-DEL01-RJ
566526	2023-12-09	sábado	07:00:00	RJ	40	47,9	PETROPOLIS	Demais falhas mecânicas ou elétricas	Saída de leito carroçável	Com Vítimas Feridas	Pleno dia	Crescente	Céu Claro	Dupla	Curva	Não	1	0	1	0	0	0	1	1	-22,29169833	-43,1279826	SPRF-RJ	DEL05-RJ	UOP02-DEL05-RJ
567643	2023-12-14	quinta-feira	08:10:00	RJ	40	83	PETROPOLIS	Reação tardia ou ineficiente do condutor	Colisão traseira	Com Vítimas Feridas	Pleno dia	Decrescente	Céu Claro	Simples	Reta	Não	2	0	1	0	1	0	1	2	-22,51910302	-43,22873364	SPRF-RJ	DEL01-RJ	UOP01-DEL01-RJ
568181	2023-12-16	sábado	08:30:00	RJ	40	99	PETROPOLIS	Demais falhas mecânicas ou elétricas	Queda de ocupante de veículo	Com Vítimas Feridas	Pleno dia	Decrescente	Céu Claro	Simples	Curva	Não	1	0	1	0	0	0	1	1	-22,58585204	-43,27716391	SPRF-RJ	DEL01-RJ	UOP01-DEL01-RJ
568556	2023-12-17	domingo	17:30:00	RJ	40	82	PETROPOLIS	Acessar a via sem observar a presença dos outros veículos	Saída de leito carroçável	Com Vítimas Feridas	Pleno dia	Decrescente	Céu Claro	Simples	Reta	Não	1	0	1	0	0	0	1	1	-22,51183137	-43,23076171	SPRF-RJ	DEL01-RJ	UOP01-DEL01-RJ
568838	2023-12-18	segunda-feira	20:35:00	RJ	40	78	PETROPOLIS	Demais falhas mecânicas ou elétricas	Incêndio	Sem Vítimas	Plena Noite	Crescente	Céu Claro	Dupla	Curva	Sim	1	0	0	0	1	0	0	1	-22,48485874	-43,22843406	SPRF-RJ	DEL01-RJ	UOP01-DEL01-RJ
569027	2023-12-19	terça-feira	19:30:00	RJ	40	54	PETROPOLIS	Reação tardia ou ineficiente do condutor	Colisão com objeto	Com Vítimas Feridas	Plena Noite	Decrescente	Céu Claro	Dupla	Reta;Aclive	Não	1	0	0	1	0	0	1	1	-22,34627607	-43,12411304	SPRF-RJ	DEL05-RJ	UOP02-DEL05-RJ
570173	2023-12-23	sábado	20:00:00	RJ	40	53	PETROPOLIS	Chuva	Colisão com objeto	Com Vítimas Feridas	Plena Noite	Decrescente	Chuva	Dupla	Aclive;Curva	Não	3	0	0	1	0	2	1	3	-22,34399896	-43,13243691	SPRF-RJ	DEL05-RJ	UOP02-DEL05-RJ
